Resultados del Algoritmo Genético para Catán
==========================================

Parámetros: POPULATION_SIZE=70, CXPB=0.7, MUTPB=0.3, NGEN=200
Tiempo total de ejecución: 8360.68 segundos

Evolución del fitness por generación:
Generación,Fitness Medio,Fitness Máximo
155,0.8165660714285713,0.9999999999999999
156,0.8182071428571427,0.9999999999999999
157,0.8048964285714285,0.9999999999999999
158,0.8118982142857143,0.9999999999999999
159,0.8193732142857142,0.9999999999999999
160,0.8187625,0.9999999999999999
161,0.7948196428571428,0.9999999999999999
162,0.8120821428571428,0.9999999999999999
163,0.8211553571428571,0.9999999999999999
164,0.8217446428571427,0.9999999999999999
165,0.8079872180451128,0.9999999999999999
166,0.8293517857142856,0.9999999999999999
167,0.8169624999999998,0.9999999999999999
168,0.8224142857142855,0.9999999999999999
169,0.8151857142857142,0.9999999999999999
170,0.8171857142857142,0.9999999999999999
171,0.807385432330827,0.9999999999999999
172,0.8249107142857142,0.9999999999999999
173,0.8186392857142856,0.9999999999999999
174,0.8205821428571428,0.9999999999999999
175,0.8235517857142857,0.9999999999999999
176,0.8088910714285713,0.9999999999999999
177,0.825455357142857,0.9999999999999999
178,0.8071142857142856,0.9999999999999999
179,0.8205392857142856,0.9999999999999999
180,0.8206357142857141,0.9999999999999999
181,0.8218125,0.9999999999999999
182,0.8005267857142856,0.9999999999999999
183,0.8156642857142856,0.9999999999999999
184,0.8056339285714286,0.9999999999999999
185,0.8016339285714285,0.9999999999999999
186,0.8080357142857141,0.9999999999999999
187,0.8048446428571427,0.9999999999999999
188,0.8130678571428571,0.9999999999999999
189,0.8118357142857141,0.9999999999999999
190,0.802255357142857,0.9999999999999999
191,0.8068857142857142,0.9999999999999999
192,0.8063625,0.9999999999999999
193,0.8049874999999999,0.9999999999999999
194,0.8188339285714286,0.9999999999999999
195,0.8065374999999999,0.9999999999999999
196,0.8146571428571429,0.9999999999999999
197,0.821225,0.9999999999999999
198,0.8138808270676691,0.9999999999999999
199,0.7932160714285713,0.9999999999999999
200,0.7972660714285714,0.9999999999999999

OBJETIVOS ALCANZADOS:
- Fitness medio final: 0.7973
- Fitness máximo final: 1.0000

Individuo con mayor contribución a ambos objetivos:
[0.0, 0.08587021481114336, 0.01952306211461133, 0.3415239338724497, 0.5038197190869975, 0.0, 0.024234350435864107, 0.0, 0.0, 0.025028719678933862]
Fitness medio: 0.7953
Fitness máximo: 1.0000
Contribución combinada: -0.0013

Probabilidades de selección de agentes del mejor contribuidor:
RandomAgent: 0.0000
AdrianHerasAgent: 0.0859
AlexPastorAgent: 0.0195
AlexPelochoJaimeAgent: 0.3415
CarlesZaidaAgent: 0.5038
CrabisaAgent: 0.0000
EdoAgent: 0.0242
PabloAleixAlexAgent: 0.0000
SigmaAgent: 0.0000
TristanAgent: 0.0250
